Type	Package	Permission	Granted?
package	com.google.android.music	android.permission.READ_SYNC_STATS	true
package	com.google.android.music	android.permission.READ_SYNC_SETTINGS	true
package	com.google.android.music	com.google.android.music.permission.C2D_MESSAGE	true
package	com.google.android.music	android.permission.ACCESS_WIFI_STATE	true
package	com.google.android.music	android.permission.WAKE_LOCK	true
package	com.android.printspooler	com.android.printspooler.permission.ACCESS_ALL_PRINT_JOBS	true
package	com.android.printspooler	android.permission.READ_PRINT_SERVICES	true
package	com.android.printspooler	android.permission.READ_PRINT_SERVICE_RECOMMENDATIONS	true
package	com.android.printspooler	android.permission.START_PRINT_SERVICE_CONFIG_ACTIVITY	true
package	com.android.printspooler	android.permission.WAKE_LOCK	true
package	com.android.inputdevices	android.permission.BIND_INCALL_SERVICE	true
package	com.android.inputdevices	android.permission.WRITE_SETTINGS	true
package	com.android.inputdevices	android.permission.CONFIGURE_WIFI_DISPLAY	true
package	com.android.inputdevices	android.permission.CONFIGURE_DISPLAY_COLOR_MODE	true
package	com.android.inputdevices	android.permission.ACCESS_WIMAX_STATE	true
package	com.android.inputdevices	android.permission.USE_CREDENTIALS	true
package	com.android.inputdevices	android.permission.MODIFY_AUDIO_SETTINGS	true
package	com.android.inputdevices	android.permission.ACCESS_CHECKIN_PROPERTIES	true
package	com.android.inputdevices	android.permission.MODIFY_AUDIO_ROUTING	true
package	com.android.inputdevices	android.permission.INSTALL_LOCATION_PROVIDER	true
package	com.android.inputdevices	android.permission.USE_RESERVED_DISK	true
package	com.android.inputdevices	android.permission.BROADCAST_PHONE_ACCOUNT_REGISTRATION	true
package	com.android.inputdevices	android.permission.CLEAR_APP_USER_DATA	true
package	com.android.inputdevices	android.permission.BROADCAST_CALLLOG_INFO	true
package	com.android.inputdevices	android.permission.NFC	true
package	com.android.inputdevices	android.permission.NETWORK_SETTINGS	true
package	com.android.inputdevices	android.permission.CALL_PRIVILEGED	true
package	com.android.inputdevices	android.permission.MASTER_CLEAR	true
package	com.android.inputdevices	android.permission.FOREGROUND_SERVICE	true
package	com.android.inputdevices	android.permission.WRITE_SYNC_SETTINGS	true
package	com.android.inputdevices	android.permission.RECEIVE_BOOT_COMPLETED	true
package	com.android.inputdevices	com.google.android.googleapps.permission.GOOGLE_AUTH	true
package	com.android.inputdevices	android.permission.PEERS_MAC_ADDRESS	true
package	com.android.inputdevices	android.permission.DEVICE_POWER	true
package	com.android.inputdevices	android.permission.READ_PRINT_SERVICES	true
package	com.android.inputdevices	android.permission.MANAGE_PROFILE_AND_DEVICE_OWNERS	true
package	com.android.inputdevices	android.permission.READ_PROFILE	true
package	com.android.inputdevices	android.permission.BLUETOOTH	true
package	com.android.inputdevices	android.permission.WRITE_MEDIA_STORAGE	true
package	com.android.inputdevices	android.permission.WRITE_BLOCKED_NUMBERS	true
package	com.android.inputdevices	android.permission.INTERNET	true
package	com.android.inputdevices	android.permission.BLUETOOTH_ADMIN	true
package	com.android.inputdevices	android.permission.CONTROL_VPN	true
package	com.android.inputdevices	android.permission.MANAGE_FINGERPRINT	true
package	com.android.inputdevices	android.permission.BIND_CONNECTION_SERVICE	true
package	com.android.inputdevices	android.permission.ACCESS_INSTANT_APPS	true
package	com.android.inputdevices	android.permission.MANAGE_USB	true
package	com.android.inputdevices	android.permission.INTERACT_ACROSS_USERS_FULL	true
package	com.android.inputdevices	android.permission.STOP_APP_SWITCHES	true
package	com.android.inputdevices	android.permission.BATTERY_STATS	true
package	com.android.inputdevices	android.permission.PACKAGE_USAGE_STATS	true
package	com.android.inputdevices	android.permission.MOUNT_UNMOUNT_FILESYSTEMS	true
package	com.android.inputdevices	android.permission.TETHER_PRIVILEGED	true
package	com.android.inputdevices	android.permission.WRITE_SECURE_SETTINGS	true
package	com.android.inputdevices	android.permission.MOVE_PACKAGE	true
package	com.android.inputdevices	android.permission.READ_BLOCKED_NUMBERS	true
package	com.android.inputdevices	android.permission.READ_SEARCH_INDEXABLES	true
package	com.android.inputdevices	android.permission.TRIGGER_TIME_ZONE_RULES_CHECK	true
package	com.android.inputdevices	android.permission.ACCESS_DOWNLOAD_MANAGER	true
package	com.android.inputdevices	android.permission.BLUETOOTH_PRIVILEGED	true
package	com.android.inputdevices	android.permission.HARDWARE_TEST	true
package	com.android.inputdevices	android.permission.SUBSTITUTE_NOTIFICATION_APP_NAME	true
package	com.android.inputdevices	android.intent.category.MASTER_CLEAR.permission.C2D_MESSAGE	true
package	com.android.inputdevices	android.permission.BIND_JOB_SERVICE	true
package	com.android.inputdevices	android.permission.CONFIRM_FULL_BACKUP	true
package	com.android.inputdevices	android.permission.SET_TIME	true
package	com.android.inputdevices	android.permission.WRITE_APN_SETTINGS	true
package	com.android.inputdevices	android.permission.CHANGE_WIFI_STATE	true
package	com.android.inputdevices	android.permission.MANAGE_USERS	true
package	com.android.inputdevices	android.permission.ACCESS_NETWORK_STATE	true
package	com.android.inputdevices	android.permission.BACKUP	true
package	com.android.inputdevices	android.permission.CHANGE_CONFIGURATION	true
package	com.android.inputdevices	android.permission.USER_ACTIVITY	true
package	com.android.inputdevices	android.permission.LOCAL_MAC_ADDRESS	true
package	com.android.inputdevices	android.permission.COPY_PROTECTED_DATA	true
package	com.android.inputdevices	android.permission.INTERACT_ACROSS_USERS	true
package	com.android.inputdevices	android.permission.SET_KEYBOARD_LAYOUT	true
package	com.android.inputdevices	android.permission.MANAGE_APP_OPS_RESTRICTIONS	true
package	com.android.inputdevices	android.permission.MANAGE_USER_OEM_UNLOCK_STATE	true
package	com.android.inputdevices	android.permission.USE_FINGERPRINT	true
package	com.android.inputdevices	android.permission.REQUEST_NETWORK_SCORES	true
package	com.android.inputdevices	android.permission.WRITE_USER_DICTIONARY	true
package	com.android.inputdevices	android.permission.READ_SYNC_STATS	true
package	com.android.inputdevices	android.permission.REBOOT	true
package	com.android.inputdevices	android.permission.REQUEST_DELETE_PACKAGES	true
package	com.android.inputdevices	android.permission.OEM_UNLOCK_STATE	true
package	com.android.inputdevices	android.permission.MANAGE_DEVICE_ADMINS	true
package	com.android.inputdevices	android.permission.CHANGE_APP_IDLE_STATE	true
package	com.android.inputdevices	android.permission.BIND_SETTINGS_SUGGESTIONS_SERVICE	true
package	com.android.inputdevices	android.permission.TEST_BLACKLISTED_PASSWORD	true
package	com.android.inputdevices	android.permission.SET_POINTER_SPEED	true
package	com.android.inputdevices	android.permission.MANAGE_NOTIFICATIONS	true
package	com.android.inputdevices	android.permission.SEND_SHOW_SUSPENDED_APP_DETAILS	true
package	com.android.inputdevices	android.permission.READ_SYNC_SETTINGS	true
package	com.android.inputdevices	android.permission.OVERRIDE_WIFI_CONFIG	true
package	com.android.inputdevices	android.permission.FORCE_STOP_PACKAGES	true
package	com.android.inputdevices	android.permission.HIDE_NON_SYSTEM_OVERLAY_WINDOWS	true
package	com.android.inputdevices	android.permission.ACCESS_NOTIFICATIONS	true
package	com.android.inputdevices	android.permission.VIBRATE	true
package	com.android.inputdevices	com.android.certinstaller.INSTALL_AS_USER	true
package	com.android.inputdevices	android.permission.READ_USER_DICTIONARY	true
package	com.android.inputdevices	android.permission.MANAGE_SCOPED_ACCESS_DIRECTORY_PERMISSIONS	true
package	com.android.inputdevices	android.permission.ACCESS_WIFI_STATE	true
package	com.android.inputdevices	android.permission.MANAGE_APP_OPS_MODES	true
package	com.android.inputdevices	android.permission.CHANGE_WIMAX_STATE	true
package	com.android.inputdevices	android.permission.MODIFY_PHONE_STATE	true
package	com.android.inputdevices	android.permission.STATUS_BAR	true
package	com.android.inputdevices	android.permission.LOCATION_HARDWARE	true
package	com.android.inputdevices	android.permission.WAKE_LOCK	true
package	com.android.inputdevices	android.permission.BIND_NETWORK_RECOMMENDATION_SERVICE	true
package	com.android.inputdevices	android.permission.DELETE_PACKAGES	true
package	com.google.android.dialer	android.permission.WRITE_SETTINGS	true
package	com.google.android.dialer	com.google.android.c2dm.permission.RECEIVE	true
package	com.google.android.dialer	android.permission.USE_CREDENTIALS	true
package	com.google.android.dialer	android.permission.MODIFY_AUDIO_SETTINGS	true
package	com.google.android.dialer	android.permission.MODIFY_AUDIO_ROUTING	true
package	com.google.android.dialer	com.google.android.providers.gsf.permission.READ_GSERVICES	true
package	com.google.android.dialer	android.permission.MANAGE_ACCOUNTS	true
package	com.google.android.dialer	android.permission.SYSTEM_ALERT_WINDOW	true
package	com.google.android.dialer	android.permission.NFC	true
package	com.google.android.dialer	android.permission.CHANGE_NETWORK_STATE	true
package	com.google.android.dialer	android.permission.FOREGROUND_SERVICE	true
package	com.google.android.dialer	android.permission.RECEIVE_BOOT_COMPLETED	true
package	com.google.android.dialer	android.permission.READ_PROFILE	true
package	com.google.android.dialer	android.permission.BLUETOOTH	true
package	com.google.android.dialer	com.android.voicemail.permission.READ_VOICEMAIL	true
package	com.google.android.dialer	android.permission.INTERNET	true
package	com.google.android.dialer	android.permission.BLUETOOTH_ADMIN	true
package	com.google.android.dialer	android.permission.GET_PACKAGE_SIZE	true
package	com.google.android.dialer	android.permission.STOP_APP_SWITCHES	true
package	com.google.android.dialer	android.permission.GET_ACCOUNTS_PRIVILEGED	true
package	com.google.android.dialer	android.permission.CAPTURE_AUDIO_OUTPUT	true
package	com.google.android.dialer	android.permission.BROADCAST_STICKY	true
package	com.google.android.dialer	android.permission.ACCESS_NETWORK_STATE	true
package	com.google.android.dialer	android.permission.INTERACT_ACROSS_USERS	true
package	com.google.android.dialer	com.google.android.gms.permission.ACTIVITY_RECOGNITION	true
package	com.google.android.dialer	com.google.android.dialer.permission.C2D_MESSAGE	true
package	com.google.android.dialer	android.permission.REGISTER_CONNECTION_MANAGER	true
package	com.google.android.dialer	android.permission.READ_SYNC_SETTINGS	true
package	com.google.android.dialer	android.permission.VIBRATE	true
package	com.google.android.dialer	com.android.voicemail.permission.WRITE_VOICEMAIL	true
package	com.google.android.dialer	android.permission.ALLOW_ANY_CODEC_FOR_PLAYBACK	true
package	com.google.android.dialer	android.permission.ACCESS_WIFI_STATE	true
package	com.google.android.dialer	android.permission.CONTROL_INCALL_EXPERIENCE	true
package	com.google.android.dialer	android.permission.MODIFY_PHONE_STATE	true
package	com.google.android.dialer	com.android.launcher.permission.INSTALL_SHORTCUT	true
package	com.google.android.dialer	android.permission.STATUS_BAR	true
package	com.google.android.dialer	android.permission.WAKE_LOCK	true
package	com.android.bips	android.permission.READ_PRINT_SERVICES	true
package	com.android.bips	android.permission.CHANGE_WIFI_MULTICAST_STATE	true
package	com.android.bips	android.permission.INTERNET	true
package	com.android.bips	android.permission.READ_PRINT_SERVICE_RECOMMENDATIONS	true
package	com.android.bips	android.permission.CHANGE_WIFI_STATE	true
package	com.android.bips	android.permission.ACCESS_NETWORK_STATE	true
package	com.android.bips	android.permission.ACCESS_WIFI_STATE	true
package	com.android.bips	android.permission.WAKE_LOCK	true
package	com.android.musicfx	android.permission.MODIFY_AUDIO_SETTINGS	true
package	com.android.musicfx	android.permission.CHANGE_COMPONENT_ENABLED_STATE	true
package	com.android.musicfx	android.permission.BLUETOOTH	true
package	com.google.android.apps.docs	android.permission.DOWNLOAD_WITHOUT_NOTIFICATION	true
package	com.google.android.apps.docs	com.google.android.c2dm.permission.RECEIVE	true
package	com.google.android.apps.docs	android.permission.USE_CREDENTIALS	true
package	com.google.android.apps.docs	com.google.android.providers.gsf.permission.READ_GSERVICES	true
package	com.google.android.apps.docs	android.permission.MANAGE_ACCOUNTS	true
package	com.google.android.apps.docs	com.google.android.googleapps.permission.GOOGLE_AUTH.OTHER_SERVICES	true
package	com.google.android.apps.docs	android.permission.NFC	true
package	com.google.android.apps.docs	com.google.android.googleapps.permission.GOOGLE_AUTH.writely	true
package	com.google.android.apps.docs	android.permission.FOREGROUND_SERVICE	true
package	com.google.android.apps.docs	android.permission.WRITE_SYNC_SETTINGS	true
package	com.google.android.apps.docs	com.google.android.googleapps.permission.GOOGLE_AUTH	true
package	com.google.android.apps.docs	android.permission.SUBSCRIBED_FEEDS_READ	true
package	com.google.android.apps.docs	com.google.android.googleapps.permission.GOOGLE_AUTH.ALL_SERVICES	true
package	com.google.android.apps.docs	com.android.launcher.permission.UNINSTALL_SHORTCUT	true
package	com.google.android.apps.docs	android.permission.SUBSCRIBED_FEEDS_WRITE	true
package	com.google.android.apps.docs	android.permission.INTERNET	true
package	com.google.android.apps.docs	com.google.android.googleapps.permission.GOOGLE_AUTH.wise	true
package	com.google.android.apps.docs	android.permission.GET_PACKAGE_SIZE	true
package	com.google.android.apps.docs	com.google.android.gm.permission.READ_GMAIL	true
package	com.google.android.apps.docs	android.permission.ACCESS_NETWORK_STATE	true
package	com.google.android.apps.docs	com.google.android.apps.docs.permission.READ_MY_DATA	true
package	com.google.android.apps.docs	android.permission.READ_SYNC_STATS	true
package	com.google.android.apps.docs	com.google.android.apps.docs.permission.SYNC_STATUS	true
package	com.google.android.apps.docs	android.permission.READ_SYNC_SETTINGS	true
package	com.google.android.apps.docs	android.permission.VIBRATE	true
package	com.google.android.apps.docs	android.permission.ACCESS_WIFI_STATE	true
package	com.google.android.apps.docs	com.android.launcher.permission.INSTALL_SHORTCUT	true
package	com.google.android.apps.docs	android.permission.WAKE_LOCK	true
package	com.google.android.apps.docs	com.google.android.apps.docs.permission.C2D_MESSAGE	true
package	com.google.android.apps.maps	android.permission.DOWNLOAD_WITHOUT_NOTIFICATION	true
package	com.google.android.apps.maps	com.google.android.c2dm.permission.RECEIVE	true
package	com.google.android.apps.maps	android.permission.USE_CREDENTIALS	true
package	com.google.android.apps.maps	com.google.android.providers.gsf.permission.READ_GSERVICES	true
package	com.google.android.apps.maps	android.permission.MANAGE_ACCOUNTS	true
package	com.google.android.apps.maps	android.permission.NFC	true
package	com.google.android.apps.maps	android.permission.FOREGROUND_SERVICE	true
package	com.google.android.apps.maps	android.permission.WRITE_SYNC_SETTINGS	true
package	com.google.android.apps.maps	android.permission.RECEIVE_BOOT_COMPLETED	true
package	com.google.android.apps.maps	android.permission.BLUETOOTH	true
package	com.google.android.apps.maps	android.permission.INTERNET	true
package	com.google.android.apps.maps	android.permission.BLUETOOTH_ADMIN	true
package	com.google.android.apps.maps	android.permission.GET_PACKAGE_SIZE	true
package	com.google.android.apps.maps	android.permission.BROADCAST_STICKY	true
package	com.google.android.apps.maps	android.permission.CHANGE_WIFI_STATE	true
package	com.google.android.apps.maps	com.google.android.apps.maps.permission.PREFETCH	true
package	com.google.android.apps.maps	android.permission.ACCESS_NETWORK_STATE	true
package	com.google.android.apps.maps	android.permission.DISABLE_KEYGUARD	true
package	com.google.android.apps.maps	com.google.android.apps.maps.permission.C2D_MESSAGE	true
package	com.google.android.apps.maps	com.google.android.gms.permission.ACTIVITY_RECOGNITION	true
package	com.google.android.apps.maps	android.permission.READ_SYNC_SETTINGS	true
package	com.google.android.apps.maps	android.permission.VIBRATE	true
package	com.google.android.apps.maps	android.permission.ACCESS_WIFI_STATE	true
package	com.google.android.apps.maps	com.android.launcher.permission.INSTALL_SHORTCUT	true
package	com.google.android.apps.maps	android.permission.WAKE_LOCK	true
package	com.android.cellbroadcastreceiver	android.permission.RECEIVE_BOOT_COMPLETED	true
package	com.android.cellbroadcastreceiver	android.permission.READ_PRIVILEGED_PHONE_STATE	true
package	com.android.cellbroadcastreceiver	android.permission.MANAGE_USERS	true
package	com.android.cellbroadcastreceiver	android.permission.DISABLE_KEYGUARD	true
package	com.android.cellbroadcastreceiver	android.permission.INTERACT_ACROSS_USERS	true
package	com.android.cellbroadcastreceiver	android.permission.VIBRATE	true
package	com.android.cellbroadcastreceiver	android.permission.RECEIVE_EMERGENCY_BROADCAST	true
package	com.android.cellbroadcastreceiver	android.permission.MODIFY_PHONE_STATE	true
package	com.android.cellbroadcastreceiver	android.permission.WAKE_LOCK	true
package	com.google.android.webview	android.permission.INTERNET	true
package	com.google.android.webview	android.permission.ACCESS_NETWORK_STATE	true
package	com.android.server.telecom	android.permission.BIND_INCALL_SERVICE	true
package	com.android.server.telecom	android.permission.WRITE_SETTINGS	true
package	com.android.server.telecom	android.permission.CONFIGURE_WIFI_DISPLAY	true
package	com.android.server.telecom	android.permission.CONFIGURE_DISPLAY_COLOR_MODE	true
package	com.android.server.telecom	android.permission.ACCESS_WIMAX_STATE	true
package	com.android.server.telecom	android.permission.USE_CREDENTIALS	true
package	com.android.server.telecom	android.permission.MODIFY_AUDIO_SETTINGS	true
package	com.android.server.telecom	android.permission.ACCESS_CHECKIN_PROPERTIES	true
package	com.android.server.telecom	android.permission.MODIFY_AUDIO_ROUTING	true
package	com.android.server.telecom	android.permission.INSTALL_LOCATION_PROVIDER	true
package	com.android.server.telecom	android.permission.USE_RESERVED_DISK	true
package	com.android.server.telecom	android.permission.BROADCAST_PHONE_ACCOUNT_REGISTRATION	true
package	com.android.server.telecom	android.permission.CLEAR_APP_USER_DATA	true
package	com.android.server.telecom	android.permission.BROADCAST_CALLLOG_INFO	true
package	com.android.server.telecom	android.permission.NFC	true
package	com.android.server.telecom	android.permission.NETWORK_SETTINGS	true
package	com.android.server.telecom	android.permission.CALL_PRIVILEGED	true
package	com.android.server.telecom	android.permission.MASTER_CLEAR	true
package	com.android.server.telecom	android.permission.FOREGROUND_SERVICE	true
package	com.android.server.telecom	android.permission.WRITE_SYNC_SETTINGS	true
package	com.android.server.telecom	android.permission.RECEIVE_BOOT_COMPLETED	true
package	com.android.server.telecom	com.google.android.googleapps.permission.GOOGLE_AUTH	true
package	com.android.server.telecom	android.permission.PEERS_MAC_ADDRESS	true
package	com.android.server.telecom	android.permission.DEVICE_POWER	true
package	com.android.server.telecom	android.permission.READ_PRINT_SERVICES	true
package	com.android.server.telecom	android.permission.MANAGE_PROFILE_AND_DEVICE_OWNERS	true
package	com.android.server.telecom	android.permission.READ_PROFILE	true
package	com.android.server.telecom	android.permission.BLUETOOTH	true
package	com.android.server.telecom	android.permission.WRITE_MEDIA_STORAGE	true
package	com.android.server.telecom	android.permission.WRITE_BLOCKED_NUMBERS	true
package	com.android.server.telecom	android.permission.INTERNET	true
package	com.android.server.telecom	android.permission.BLUETOOTH_ADMIN	true
package	com.android.server.telecom	android.permission.CONTROL_VPN	true
package	com.android.server.telecom	android.permission.MANAGE_FINGERPRINT	true
package	com.android.server.telecom	android.permission.BIND_CONNECTION_SERVICE	true
package	com.android.server.telecom	android.permission.ACCESS_INSTANT_APPS	true
package	com.android.server.telecom	android.permission.MANAGE_USB	true
package	com.android.server.telecom	android.permission.INTERACT_ACROSS_USERS_FULL	true
package	com.android.server.telecom	android.permission.STOP_APP_SWITCHES	true
package	com.android.server.telecom	android.permission.BATTERY_STATS	true
package	com.android.server.telecom	android.permission.PACKAGE_USAGE_STATS	true
package	com.android.server.telecom	android.permission.MOUNT_UNMOUNT_FILESYSTEMS	true
package	com.android.server.telecom	android.permission.TETHER_PRIVILEGED	true
package	com.android.server.telecom	android.permission.WRITE_SECURE_SETTINGS	true
package	com.android.server.telecom	android.permission.MOVE_PACKAGE	true
package	com.android.server.telecom	android.permission.READ_BLOCKED_NUMBERS	true
package	com.android.server.telecom	android.permission.READ_SEARCH_INDEXABLES	true
package	com.android.server.telecom	android.permission.TRIGGER_TIME_ZONE_RULES_CHECK	true
package	com.android.server.telecom	android.permission.ACCESS_DOWNLOAD_MANAGER	true
package	com.android.server.telecom	android.permission.BLUETOOTH_PRIVILEGED	true
package	com.android.server.telecom	android.permission.HARDWARE_TEST	true
package	com.android.server.telecom	android.permission.SUBSTITUTE_NOTIFICATION_APP_NAME	true
package	com.android.server.telecom	android.intent.category.MASTER_CLEAR.permission.C2D_MESSAGE	true
package	com.android.server.telecom	android.permission.BIND_JOB_SERVICE	true
package	com.android.server.telecom	android.permission.CONFIRM_FULL_BACKUP	true
package	com.android.server.telecom	android.permission.SET_TIME	true
package	com.android.server.telecom	android.permission.WRITE_APN_SETTINGS	true
package	com.android.server.telecom	android.permission.CHANGE_WIFI_STATE	true
package	com.android.server.telecom	android.permission.MANAGE_USERS	true
package	com.android.server.telecom	android.permission.ACCESS_NETWORK_STATE	true
package	com.android.server.telecom	android.permission.BACKUP	true
package	com.android.server.telecom	android.permission.CHANGE_CONFIGURATION	true
package	com.android.server.telecom	android.permission.USER_ACTIVITY	true
package	com.android.server.telecom	android.permission.LOCAL_MAC_ADDRESS	true
package	com.android.server.telecom	android.permission.COPY_PROTECTED_DATA	true
package	com.android.server.telecom	android.permission.INTERACT_ACROSS_USERS	true
package	com.android.server.telecom	android.permission.SET_KEYBOARD_LAYOUT	true
package	com.android.server.telecom	android.permission.MANAGE_APP_OPS_RESTRICTIONS	true
package	com.android.server.telecom	android.permission.MANAGE_USER_OEM_UNLOCK_STATE	true
package	com.android.server.telecom	android.permission.USE_FINGERPRINT	true
package	com.android.server.telecom	android.permission.REQUEST_NETWORK_SCORES	true
package	com.android.server.telecom	android.permission.WRITE_USER_DICTIONARY	true
package	com.android.server.telecom	android.permission.READ_SYNC_STATS	true
package	com.android.server.telecom	android.permission.REBOOT	true
package	com.android.server.telecom	android.permission.REQUEST_DELETE_PACKAGES	true
package	com.android.server.telecom	android.permission.OEM_UNLOCK_STATE	true
package	com.android.server.telecom	android.permission.MANAGE_DEVICE_ADMINS	true
package	com.android.server.telecom	android.permission.CHANGE_APP_IDLE_STATE	true
package	com.android.server.telecom	android.permission.BIND_SETTINGS_SUGGESTIONS_SERVICE	true
package	com.android.server.telecom	android.permission.TEST_BLACKLISTED_PASSWORD	true
package	com.android.server.telecom	android.permission.SET_POINTER_SPEED	true
package	com.android.server.telecom	android.permission.MANAGE_NOTIFICATIONS	true
package	com.android.server.telecom	android.permission.SEND_SHOW_SUSPENDED_APP_DETAILS	true
package	com.android.server.telecom	android.permission.READ_SYNC_SETTINGS	true
package	com.android.server.telecom	android.permission.OVERRIDE_WIFI_CONFIG	true
package	com.android.server.telecom	android.permission.FORCE_STOP_PACKAGES	true
package	com.android.server.telecom	android.permission.HIDE_NON_SYSTEM_OVERLAY_WINDOWS	true
package	com.android.server.telecom	android.permission.ACCESS_NOTIFICATIONS	true
package	com.android.server.telecom	android.permission.VIBRATE	true
package	com.android.server.telecom	com.android.certinstaller.INSTALL_AS_USER	true
package	com.android.server.telecom	android.permission.READ_USER_DICTIONARY	true
package	com.android.server.telecom	android.permission.MANAGE_SCOPED_ACCESS_DIRECTORY_PERMISSIONS	true
package	com.android.server.telecom	android.permission.ACCESS_WIFI_STATE	true
package	com.android.server.telecom	android.permission.MANAGE_APP_OPS_MODES	true
package	com.android.server.telecom	android.permission.CHANGE_WIMAX_STATE	true
package	com.android.server.telecom	android.permission.MODIFY_PHONE_STATE	true
package	com.android.server.telecom	android.permission.STATUS_BAR	true
package	com.android.server.telecom	android.permission.LOCATION_HARDWARE	true
package	com.android.server.telecom	android.permission.WAKE_LOCK	true
package	com.android.server.telecom	android.permission.BIND_NETWORK_RECOMMENDATION_SERVICE	true
package	com.android.server.telecom	android.permission.DELETE_PACKAGES	true
package	com.google.android.syncadapters.contacts	android.permission.USE_CREDENTIALS	true
package	com.google.android.syncadapters.contacts	com.google.android.providers.gsf.permission.READ_GSERVICES	true
package	com.google.android.syncadapters.contacts	com.google.android.googleapps.permission.GOOGLE_AUTH.cp	true
package	com.google.android.syncadapters.contacts	android.permission.WRITE_SYNC_SETTINGS	true
package	com.google.android.syncadapters.contacts	com.google.android.providers.gsf.permission.WRITE_GSERVICES	true
package	com.google.android.syncadapters.contacts	android.permission.RECEIVE_BOOT_COMPLETED	true
package	com.google.android.syncadapters.contacts	com.google.android.googleapps.permission.GOOGLE_AUTH	true
package	com.google.android.syncadapters.contacts	android.permission.SUBSCRIBED_FEEDS_READ	true
package	com.google.android.syncadapters.contacts	android.permission.SUBSCRIBED_FEEDS_WRITE	true
package	com.google.android.syncadapters.contacts	android.permission.INTERNET	true
package	com.google.android.syncadapters.contacts	com.google.android.gms.permission.CONTACTS_SYNC_DELEGATION	true
package	com.google.android.syncadapters.contacts	android.permission.ACCESS_NETWORK_STATE	true
package	com.google.android.syncadapters.contacts	android.permission.READ_SYNC_STATS	true
package	com.google.android.syncadapters.contacts	android.permission.READ_SYNC_SETTINGS	true
package	com.google.android.syncadapters.contacts	android.permission.WAKE_LOCK	true
package	com.android.keychain	android.permission.BIND_INCALL_SERVICE	true
package	com.android.keychain	android.permission.WRITE_SETTINGS	true
package	com.android.keychain	android.permission.CONFIGURE_WIFI_DISPLAY	true
package	com.android.keychain	android.permission.CONFIGURE_DISPLAY_COLOR_MODE	true
package	com.android.keychain	android.permission.ACCESS_WIMAX_STATE	true
package	com.android.keychain	android.permission.USE_CREDENTIALS	true
package	com.android.keychain	android.permission.MODIFY_AUDIO_SETTINGS	true
package	com.android.keychain	android.permission.ACCESS_CHECKIN_PROPERTIES	true
package	com.android.keychain	android.permission.MODIFY_AUDIO_ROUTING	true
package	com.android.keychain	android.permission.INSTALL_LOCATION_PROVIDER	true
package	com.android.keychain	android.permission.USE_RESERVED_DISK	true
package	com.android.keychain	android.permission.BROADCAST_PHONE_ACCOUNT_REGISTRATION	true
package	com.android.keychain	android.permission.CLEAR_APP_USER_DATA	true
package	com.android.keychain	android.permission.BROADCAST_CALLLOG_INFO	true
package	com.android.keychain	android.permission.NFC	true
package	com.android.keychain	android.permission.NETWORK_SETTINGS	true
package	com.android.keychain	android.permission.CALL_PRIVILEGED	true
package	com.android.keychain	android.permission.MASTER_CLEAR	true
package	com.android.keychain	android.permission.FOREGROUND_SERVICE	true
package	com.android.keychain	android.permission.WRITE_SYNC_SETTINGS	true
package	com.android.keychain	android.permission.RECEIVE_BOOT_COMPLETED	true
package	com.android.keychain	com.google.android.googleapps.permission.GOOGLE_AUTH	true
package	com.android.keychain	android.permission.PEERS_MAC_ADDRESS	true
package	com.android.keychain	android.permission.DEVICE_POWER	true
package	com.android.keychain	android.permission.READ_PRINT_SERVICES	true
package	com.android.keychain	android.permission.MANAGE_PROFILE_AND_DEVICE_OWNERS	true
package	com.android.keychain	android.permission.READ_PROFILE	true
package	com.android.keychain	android.permission.BLUETOOTH	true
package	com.android.keychain	android.permission.WRITE_MEDIA_STORAGE	true
package	com.android.keychain	android.permission.WRITE_BLOCKED_NUMBERS	true
package	com.android.keychain	android.permission.INTERNET	true
package	com.android.keychain	android.permission.BLUETOOTH_ADMIN	true
package	com.android.keychain	android.permission.CONTROL_VPN	true
package	com.android.keychain	android.permission.MANAGE_FINGERPRINT	true
package	com.android.keychain	android.permission.BIND_CONNECTION_SERVICE	true
package	com.android.keychain	android.permission.ACCESS_INSTANT_APPS	true
package	com.android.keychain	android.permission.MANAGE_USB	true
package	com.android.keychain	android.permission.INTERACT_ACROSS_USERS_FULL	true
package	com.android.keychain	android.permission.STOP_APP_SWITCHES	true
package	com.android.keychain	android.permission.BATTERY_STATS	true
package	com.android.keychain	android.permission.PACKAGE_USAGE_STATS	true
package	com.android.keychain	android.permission.MOUNT_UNMOUNT_FILESYSTEMS	true
package	com.android.keychain	android.permission.TETHER_PRIVILEGED	true
package	com.android.keychain	android.permission.WRITE_SECURE_SETTINGS	true
package	com.android.keychain	android.permission.MOVE_PACKAGE	true
package	com.android.keychain	android.permission.READ_BLOCKED_NUMBERS	true
package	com.android.keychain	android.permission.READ_SEARCH_INDEXABLES	true
package	com.android.keychain	android.permission.TRIGGER_TIME_ZONE_RULES_CHECK	true
package	com.android.keychain	android.permission.ACCESS_DOWNLOAD_MANAGER	true
package	com.android.keychain	android.permission.BLUETOOTH_PRIVILEGED	true
package	com.android.keychain	android.permission.HARDWARE_TEST	true
package	com.android.keychain	android.permission.SUBSTITUTE_NOTIFICATION_APP_NAME	true
package	com.android.keychain	android.intent.category.MASTER_CLEAR.permission.C2D_MESSAGE	true
package	com.android.keychain	android.permission.BIND_JOB_SERVICE	true
